Id,Home Number,Reading,Status,Date,Time
314,MB314,141.852005,UP,15/02/2024,14:47
314,MB314,141.8529968,UP,15/02/2024,15:27
31402,314forAI,,Energy Meter Issue,20/02/2024,18:48
